country;symbol;name;full_name;isin;currency;asset_type
brazil;0P0000U3DA;Santander Fundo De Investimento Baixo Risco Liquidez Renda Fixa Referenciado Di;Santander Fundo De Investimento Baixo Risco Liquidez Renda Fixa Referenciado Di;BRA430CTF005;BRL;funds
brazil;0P0000U4HO;Fundo De Investimento Em Ações Rva Emb Ii;Fundo De Investimento Em Ações Rva Emb Ii;BREMB2CTF009;BRL;funds
brazil;0P0000UFJ6;Fundo De Investimento Granada H10 Multimercado - Crédito Privado Investimento No Exterior;Fundo De Investimento Granada H10 Multimercado - Crédito Privado Investimento No Exterior;BRGRNHCTF007;BRL;funds
brazil;0P0000U9FK;Fundo De Investimento Caixa Troica Renda Fixa Crédito Privado;Fundo De Investimento Caixa Troica Renda Fixa Crédito Privado;BRCX47CTF009;BRL;funds
brazil;0P00011JW1;Santander Thunderbolt Renda Fixa Crédito Privado Fic Fi;Santander Thunderbolt Renda Fixa Crédito Privado Fic Fi;BRTHU1CTF008;BRL;funds
brazil;0P0000V3ON;Zigurate Multimercado Crédito Privado - Fundo De Investimento Em Cotas De Fundos De Investimento;Zigurate Multimercado Crédito Privado - Fundo De Investimento Em Cotas De Fundos De Investimento;BRZGRTCTF006;BRL;funds
brazil;0P0000YYEG;Fundo De Investimento Em Ações Aspen - Investimento No Exterior;Fundo De Investimento Em Ações Aspen - Investimento No Exterior;BRMLD4CTF004;BRL;funds
brazil;0P0000V3O7;Snoopy Multimercado Crédito Privado Fundo De Investimento Em Cotas De Fundos De Investimento;Snoopy Multimercado Crédito Privado Fundo De Investimento Em Cotas De Fundos De Investimento;BRSNOOCTF005;BRL;funds
brazil;0P0000UESS;Sirius Multimercado Fundo De Investimento Crédito Privado Investimento No Exterior;Sirius Multimercado Fundo De Investimento Crédito Privado Investimento No Exterior;BRSRUSCTF004;BRL;funds
brazil;0P0000U6AL;Icatu Vanguarda Seg Soberano Fundo De Investimento Renda Fixa;Icatu Vanguarda Seg Soberano Fundo De Investimento Renda Fixa;BRICTHCTF002;BRL;funds
brazil;0P00014FP8;At Ii - Fundo De Investimento Multimercado Credito Privado - Investimento No Exterior;At Ii - Fundo De Investimento Multimercado Credito Privado - Investimento No Exterior;BRFAT4CTF008;BRL;funds
brazil;0P0000VQJP;Fundo De Investimento Caixa Macacos Multimercado Crédito Privado;Fundo De Investimento Caixa Macacos Multimercado Crédito Privado;BRCA85CTF007;BRL;funds
brazil;0P0000V2E7;Rt Independence Ldi Renda Fixa Crédito Privado Fundo De Investimento;Rt Independence Ldi Renda Fixa Crédito Privado Fundo De Investimento;BRRTI4CTF006;BRL;funds
brazil;0P0000UF4F;Fundo De Investimento Renda Fixa Paros;Fundo De Investimento Renda Fixa Paros;BRSIS3CTF008;BRL;funds
brazil;0P0000UCF5;Fundo De Investimento Titanium Renda Fixa Crédito Privado;Fundo De Investimento Titanium Renda Fixa Crédito Privado;BRTTNMCTF006;BRL;funds
brazil;0P0000U453;Brasilprev Top Multimercado Me Fundo De Investimento Crédito Privado;Brasilprev Top Multimercado Me Fundo De Investimento Crédito Privado;BRBPV7CTF004;BRL;funds
brazil;0P0000U3E0;Santander Fundo De Investimento Em Ações Prev;Santander Fundo De Investimento Em Ações Prev;BRFI49CTF009;BRL;funds
brazil;0P0000U4HW;Fundo De Investimento Renda Fixa Emb I;Fundo De Investimento Renda Fixa Emb I;BREMB4CTF005;BRL;funds
brazil;0P0000V2EM;Rt Equinox Ações - Fundo De Investimento;Rt Equinox Ações - Fundo De Investimento;BREQN2CTF001;BRL;funds
brazil;0P0000U53U;Mapfre Master Fundo De Investimento Renda Fixa Prev;Mapfre Master Fundo De Investimento Renda Fixa Prev;BRMMRFCTF001;BRL;funds
brazil;0P0000ZSFF;Fam Estratégia Fundo De Investimento Multimercado Credito Privado;Fam Estratégia Fundo De Investimento Multimercado Credito Privado;BRFAM4CTF005;BRL;funds
brazil;0P0000V8WN;Caixa Fundo De Investimento Renda Fixa Das Provisões Técnicas Dos Consórcios Do Seguro Dpvat;Caixa Fundo De Investimento Renda Fixa Das Provisões Técnicas Dos Consórcios Do Seguro Dpvat;BRDPV3CTF001;BRL;funds
brazil;0P00011Q22;Fundo De Investimento Em Cotas De Fundos De Investimento Madrid Multimercado - Crédito Privado;Fundo De Investimento Em Cotas De Fundos De Investimento Madrid Multimercado - Crédito Privado;BRMDD3CTF006;BRL;funds
brazil;0P0000U48B;Atuarial 02 Fundo De Investimento Multimercado Bsps - Crédito Privado;Atuarial 02 Fundo De Investimento Multimercado Bsps - Crédito Privado;BRHGM1CTF003;BRL;funds
brazil;0P0000U4EP;Fundo De Investimento Em Ações Ip Seleção;Fundo De Investimento Em Ações Ip Seleção;BRIPSICTF004;BRL;funds
brazil;0P0000WVGJ;Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Caixa Valor Dividendos Rpps;Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Caixa Valor Dividendos Rpps;BRCXV4CTF000;BRL;funds
brazil;0P0000WKCB;Fundo De Investimento Multimercado Crédito Privado Aracati - Investimento No Exterior;Fundo De Investimento Multimercado Crédito Privado Aracati - Investimento No Exterior;BRFARCCTF007;BRL;funds
brazil;0P0000ZQSD;Fundo De Investimento Em Ações Guaxe;Fundo De Investimento Em Ações Guaxe;BRGUX1CTF003;BRL;funds
brazil;0P0000V2ZR;Fundo De Investimento Multimercado Crédito Privado 4ever;Fundo De Investimento Multimercado Crédito Privado 4ever;BRFEVRCTF009;BRL;funds
brazil;0P0000UC1V;Santander Goal Renda Fixa Fundo De Investimento;Santander Goal Renda Fixa Fundo De Investimento;BRGOALCTF003;BRL;funds
brazil;0P0000U409;Mapfre Recursos De Liquidez Brasilveiculos Fundo De Investimento Renda Fixa;Mapfre Recursos De Liquidez Brasilveiculos Fundo De Investimento Renda Fixa;BRBRVECTF008;BRL;funds
brazil;0P00017JO0;Itaú Flexprev Private Juro Real Target 2024 Ii Renda Fixa Fundo De Investimento Em Cotas De Fi;Itaú Flexprev Private Juro Real Target 2024 Ii Renda Fixa Fundo De Investimento Em Cotas De Fi;BRTRG7CTF001;BRL;funds
brazil;0P0000UC5V;Fundo De Investimento Netuno Multimercado Previdenciário Crédito Privado;Fundo De Investimento Netuno Multimercado Previdenciário Crédito Privado;BRPNTNCTF002;BRL;funds
brazil;0P0000U9YC;Nm Fundo De Investimento De Acoes Investimento No Exterior;Nm Fundo De Investimento De Acoes Investimento No Exterior;BRNVAMCTF002;BRL;funds
brazil;0P0000V2GD;Gerdau Previdência Fundo De Investimento Renda Fixa Credito Privado 3;Gerdau Previdência Fundo De Investimento Renda Fixa Credito Privado 3;BRGDP3CTF000;BRL;funds
brazil;0P0000UCDT;Bradesco Fundo De Investimento Multimercado Apaba;Bradesco Fundo De Investimento Multimercado Apaba;BRAPABCTF004;BRL;funds
brazil;0P0000U9CM;Fundo De Investimento Renda Fixa Credito Privado Thousand;Fundo De Investimento Renda Fixa Credito Privado Thousand;BRTHO1CTF006;BRL;funds
brazil;0P0000U9FI;Fundo De Investimento Caixa Master índice De Preços 50 Renda Fixa Longo Prazo;Fundo De Investimento Caixa Master índice De Preços 50 Renda Fixa Longo Prazo;BRFISRCTF006;BRL;funds
brazil;0P0000U5UB;Fundo De Investimento Multimercado Thuran Investimento No Exterior Crédito Privado;Fundo De Investimento Multimercado Thuran Investimento No Exterior Crédito Privado;BRLDBDCTF001;BRL;funds
brazil;0P0000VNYB;Alvorada Fundo De Investimento Multimercado Investimento No Exterior;Alvorada Fundo De Investimento Multimercado Investimento No Exterior;BRTLSFCTF006;BRL;funds
brazil;0P0000UCP6;Lince Plus Ações - Fundo De Investimento;Lince Plus Ações - Fundo De Investimento;BRLNCECTF006;BRL;funds
brazil;0P000102HA;Bela Cintra Fundo De Investimento Renda Fixa;Bela Cintra Fundo De Investimento Renda Fixa;BRBEL7CTF009;BRL;funds
brazil;0P0000U7TJ;Leve Bd Fundo De Investimento Multimercado;Leve Bd Fundo De Investimento Multimercado;BRINCMCTF005;BRL;funds
brazil;0P00013PJA;Bradesco Fundo De Investimento Renda Fixa Crédito Privado Previnorte;Bradesco Fundo De Investimento Renda Fixa Crédito Privado Previnorte;BRPVN7CTF000;BRL;funds
brazil;0P00016K1L;Porto Seguro Renda Fixa Master Caixa Fundo De Investimento Previdenciário;Porto Seguro Renda Fixa Master Caixa Fundo De Investimento Previdenciário;BRPOS2CTF005;BRL;funds
brazil;0P0000U48M;Atuarial 06 Fundo De Investimento Multimercado Bd - Crédito Privado;Atuarial 06 Fundo De Investimento Multimercado Bd - Crédito Privado;BRATR6CTF009;BRL;funds
brazil;0P0000U69N;Icatu Vanguarda Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Oabprev-sp;Icatu Vanguarda Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Oabprev-sp;BRICT3CTF005;BRL;funds
brazil;0P0000UF0G;Bracyr Fundo De Investimento Renda Fixa Crédito Privado;Bracyr Fundo De Investimento Renda Fixa Crédito Privado;BRBRA6CTF009;BRL;funds
brazil;0P0000U2QP;Fundo De Investimento Agrociência Ações;Fundo De Investimento Agrociência Ações;BRAGR2CTF003;BRL;funds
brazil;0P00012HME;Sakura Ii Fundo De Investimento Multimercado - Crédito Privado Investimento No Exterior;Sakura Ii Fundo De Investimento Multimercado - Crédito Privado Investimento No Exterior;BRSAKRCTF003;BRL;funds
brazil;0P0000U4F2;Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Petros Moderado;Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Petros Moderado;BRHEDRCTF003;BRL;funds
brazil;0P0000X78I;Samoa Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado - Crédito Privado Ie;Samoa Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado - Crédito Privado Ie;BRKKV2CTF009;BRL;funds
brazil;0P0000Y9R8;Bb Eco Plus Fundo De Investimento Renda Fixa Crédito Privado;Bb Eco Plus Fundo De Investimento Renda Fixa Crédito Privado;BRBBO1CTF002;BRL;funds
brazil;0P0000UC68;Fundo De Investimento Renda Fixa Saguaraji Previdenciario;Fundo De Investimento Renda Fixa Saguaraji Previdenciario;BRSAGJCTF008;BRL;funds
brazil;0P0000U3JZ;Santander Fundo De Investimento Em Cotas De Fundos De Investimento Xv Renda Fixa Crédito Privado;Santander Fundo De Investimento Em Cotas De Fundos De Investimento Xv Renda Fixa Crédito Privado;BRSF15CTF009;BRL;funds
brazil;0P0000UFFS;Porto Seguro Renda Fixa Diamante Plus Fundo Investimento Em Cotas De Fundos Invest Previdenciário;Porto Seguro Renda Fixa Diamante Plus Fundo Investimento Em Cotas De Fundos Invest Previdenciário;BRPSG1CTF007;BRL;funds
brazil;0P0000VYKZ;Apex Equity Hedge Str Fundo De Investimento Multimercado;Apex Equity Hedge Str Fundo De Investimento Multimercado;BRAPX9CTF009;BRL;funds
brazil;0P0000UBPG;Nashira Previdenciário Multimercado Fundo De Investimento;Nashira Previdenciário Multimercado Fundo De Investimento;BRNSHRCTF002;BRL;funds
brazil;0P0000U3FD;Santander Fundo De Investimento Farol Renda Fixa Crédito Privado;Santander Fundo De Investimento Farol Renda Fixa Crédito Privado;BRFRL6CTF002;BRL;funds
brazil;0P0000U3TU;Bb Atacado Federal Fundo De Investimento Renda Fixa Longo Prazo;Bb Atacado Federal Fundo De Investimento Renda Fixa Longo Prazo;BROL16CTF004;BRL;funds
brazil;0P0000U833;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa Pgbl - F 15;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa Pgbl - F 15;BRBF15CTF005;BRL;funds
brazil;0P0000U41Q;Bb Renda Fixa Lp Dedicado Ans 5 Mil Fundo De Investimento;Bb Renda Fixa Lp Dedicado Ans 5 Mil Fundo De Investimento;BRDDC5CTF003;BRL;funds
brazil;0P0000YAPR;Santander Fi Amazonas Multimercado Credito Privado Investimento No Exterior;Santander Fi Amazonas Multimercado Credito Privado Investimento No Exterior;BRAMZ6CTF006;BRL;funds
brazil;0P0000VQJO;Fundo De Investimento Em Cotas De Fundos De Investimento Caixa Guandu Multimercado Credito Privado;Fundo De Investimento Em Cotas De Fundos De Investimento Caixa Guandu Multimercado Credito Privado;BRCX87CTF005;BRL;funds
brazil;0P0000WC5T;Fundo De Investimento Essencial Multimercado Crédito Privado;Fundo De Investimento Essencial Multimercado Crédito Privado;BRTUC4CTF007;BRL;funds
brazil;0P00016IE9;Votorantim Previnorte Fundo De Investimento Renda Fixa Crédito Privado;Votorantim Previnorte Fundo De Investimento Renda Fixa Crédito Privado;BRPVN8CTF008;BRL;funds
brazil;0P0000Z7B0;Bradesco Fundo De Investimento Renda Fixa Triumph;Bradesco Fundo De Investimento Renda Fixa Triumph;BRTRI0CTF004;BRL;funds
brazil;0P0000U69T;Icatu Vanguarda Cap Soberano Fundo De Investimento Renda Fixa;Icatu Vanguarda Cap Soberano Fundo De Investimento Renda Fixa;BRSOBRCTF003;BRL;funds
brazil;0P0000U300;Santander Fundo De Investimento Cedro Renda Fixa;Santander Fundo De Investimento Cedro Renda Fixa;BRA978CTF003;BRL;funds
brazil;0P0000U32D;Hermes Fic De Fi Multimercado;Hermes Fic De Fi Multimercado;BRHEM1CTF005;BRL;funds
brazil;0P0000X4AK;Santander Fi Fgh Renda Fixa Referenciado Di;Santander Fi Fgh Renda Fixa Referenciado Di;BRFGH1CTF002;BRL;funds
brazil;0P0000VYKU;Itaú Private Prev Perfil 3 Multimercado Crédito Privado Fdo De Invest Em Cotas De Fdos De Invest;Itaú Private Prev Perfil 3 Multimercado Crédito Privado Fdo De Invest Em Cotas De Fdos De Invest;BRPFL3CTF001;BRL;funds
brazil;0P0000U3YN;Bb Pga Renda Fixa Fundo De Investimento De Longo Prazo;Bb Pga Renda Fixa Fundo De Investimento De Longo Prazo;BRPGA1CTF007;BRL;funds
brazil;0P0000U43N;Bb Top Rv Giro Lp Fundo De Investimento Multimercado;Bb Top Rv Giro Lp Fundo De Investimento Multimercado;BRBGLPCTF008;BRL;funds
brazil;0P00015JND;Itaú Flexprev Renda Fixa Excellence Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Flexprev Renda Fixa Excellence Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;BRITU3CTF003;BRL;funds
brazil;0P000155N4;Bb Tesouro Sp Ii Fundo De Investimento Renda Fixa Crédito Privado;Bb Tesouro Sp Ii Fundo De Investimento Renda Fixa Crédito Privado;BRBSP2CTF000;BRL;funds
brazil;0P0000UFP7;Rt Defiant Multimercado - Fundo De Investimento;Rt Defiant Multimercado - Fundo De Investimento;BRRTF5CTF006;BRL;funds
brazil;0P0000UAE0;Hedge Commodities Fundo De Investimento Multimercado - Crédito Privado;Hedge Commodities Fundo De Investimento Multimercado - Crédito Privado;BRHGD2CTF002;BRL;funds
brazil;0P0000U5ZF;Sao Paulo Fundo De Investimento Multimercado Credito Privado;Sao Paulo Fundo De Investimento Multimercado Credito Privado;BRPRU2CTF008;BRL;funds
brazil;0P0000UF3D;Shop Renda Fixa Crédito Privado Fundo De Investimento;Shop Renda Fixa Crédito Privado Fundo De Investimento;BRSHP1CTF006;BRL;funds
brazil;0P0000UBHO;Fcopel Fundo De Investimento Multimercado Ima-b Ii;Fcopel Fundo De Investimento Multimercado Ima-b Ii;BRVIKICTF009;BRL;funds
brazil;0P0000UBOE;Itaú Flexprev Corporate Iv Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa;Itaú Flexprev Corporate Iv Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa;BRCOR4CTF007;BRL;funds
brazil;0P0000U2R3;Fundo De Investimento Jaburá Ações;Fundo De Investimento Jaburá Ações;BRIBZ5CTF003;BRL;funds
brazil;0P0000UBLN;Itaú Flexprev Corporate Ii Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa;Itaú Flexprev Corporate Ii Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa;BRCOR2CTF001;BRL;funds
brazil;0P0000UBEE;Bradesco H Ficfi Renda Fixa Referenciado Di Longo Prazo Funcionário;Bradesco H Ficfi Renda Fixa Referenciado Di Longo Prazo Funcionário;BRDFUNCTF002;BRL;funds
brazil;0P0000YW78;Bradesco Fundo De Investimento Renda Fixa Máster V Previdência;Bradesco Fundo De Investimento Renda Fixa Máster V Previdência;BRRF5PCTF006;BRL;funds
brazil;0P0000V2GL;Pienza Renda Fixa Crédito Privado - Fundo De Investimento;Pienza Renda Fixa Crédito Privado - Fundo De Investimento;BR1446CTF006;BRL;funds
brazil;0P0000V2F1;Kevlar Fundo De Investimento Renda Fixa;Kevlar Fundo De Investimento Renda Fixa;BRKVL1CTF000;BRL;funds
brazil;0P0000U48C;Atuarial 02 Fundo De Investimento Multimercado Bd - Crédito Privado;Atuarial 02 Fundo De Investimento Multimercado Bd - Crédito Privado;BRAT02CTF006;BRL;funds
brazil;0P0000V2JF;Bb Eco Gold Fundo De Investimento Em Ações;Bb Eco Gold Fundo De Investimento Em Ações;BRECO9CTF001;BRL;funds
brazil;0P0000UE6E;Bradesco Fundo De Investimento Renda Fixa Défense;Bradesco Fundo De Investimento Renda Fixa Défense;BRHDI2CTF000;BRL;funds
brazil;0P0000UE4B;Fundo De Investimento Opala H10 Multimercado - Crédito Privado Investimento No Exterior;Fundo De Investimento Opala H10 Multimercado - Crédito Privado Investimento No Exterior;BROPL2CTF002;BRL;funds
brazil;0P0000UE3T;Fundo De Investimento Em Cotas De Fundos De Investimento Almirante Multimercado - Crédito Privado;Fundo De Investimento Em Cotas De Fundos De Investimento Almirante Multimercado - Crédito Privado;BRAMR1CTF007;BRL;funds
brazil;0P0000U99O;Fundo De Investimento Multimercado Crédito Privado Proteus Ii;Fundo De Investimento Multimercado Crédito Privado Proteus Ii;BRPRTDCTF004;BRL;funds
brazil;0P0000UE47;Fundo De Investimento Cristal H10 Multimercado - Crédito Privado;Fundo De Investimento Cristal H10 Multimercado - Crédito Privado;BRCH10CTF000;BRL;funds
brazil;0P0000V31R;Fundo De Invest Em Cotas De Fundos De Invest Previdenciário Caixa Previnvest Rf Créd Priv 250;Fundo De Invest Em Cotas De Fundos De Invest Previdenciário Caixa Previnvest Rf Créd Priv 250;BRCXP7CTF001;BRL;funds
brazil;0P0000UEBD;Fundo De Investimento Renda Fixa Crédito Privado Eneva;Fundo De Investimento Renda Fixa Crédito Privado Eneva;BRMPX1CTF002;BRL;funds
brazil;0P0000ZWCP;Delphos Fundo De Investimento Multimercado - Crédito Privado Investimento No Exterior;Delphos Fundo De Investimento Multimercado - Crédito Privado Investimento No Exterior;BRDPH2CTF001;BRL;funds
brazil;0P0000UEBJ;Ezra Multimercado Crédito Privado Fundo De Investimento - Investimento No Exterior;Ezra Multimercado Crédito Privado Fundo De Investimento - Investimento No Exterior;BRT452CTF008;BRL;funds
brazil;0P0000U9TS;Fundo De Investimento Multimercado Ff Corp - Crédito Privado;Fundo De Investimento Multimercado Ff Corp - Crédito Privado;BRMFF1CTF006;BRL;funds
brazil;0P00013W5T;Western Asset Newport News Fundo De Investimento Multimercado;Western Asset Newport News Fundo De Investimento Multimercado;BRWTS1CTF003;BRL;funds
brazil;0P0000UEBA;Iu Corporate Multi Fdo De Invest Em Cotas De Fdos De Investimento Multimercado Crédito Privado;Iu Corporate Multi Fdo De Invest Em Cotas De Fdos De Investimento Multimercado Crédito Privado;BRAIG8CTF001;BRL;funds
brazil;0P0000VEKO;Bb Extramercado Exclusivo 13 B Fundo De Investimento Renda Fixa Longo Prazo;Bb Extramercado Exclusivo 13 B Fundo De Investimento Renda Fixa Longo Prazo;BRBBE2CTF002;BRL;funds
brazil;0P0000ZL50;Previdenciário Sb Pos Multimercado Fundo De Investimento Em Cotas De Fundos De Investimento;Previdenciário Sb Pos Multimercado Fundo De Investimento Em Cotas De Fundos De Investimento;BRPRD5CTF002;BRL;funds
brazil;0P00018L88;São Lucas As Fundo De Investimento Multimercado Crédito Privado;São Lucas As Fundo De Investimento Multimercado Crédito Privado;BRBNF3CTF005;BRL;funds
brazil;0P0000UE7Z;Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa Crédito Privado Eneva;Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa Crédito Privado Eneva;BRMPX2CTF000;BRL;funds
brazil;0P0000V319;Caixa Vinci Valor Fundo De Investimento Em Ações;Caixa Vinci Valor Fundo De Investimento Em Ações;BRCXV2CTF004;BRL;funds
brazil;0P0000V1YJ;Bradesco Corporate Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa Pgbl/vgbl;Bradesco Corporate Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa Pgbl/vgbl;BRBDC4CTF008;BRL;funds
brazil;0P000157NY;Varese Crédito Privado Multimercado Fundo De Investimento;Varese Crédito Privado Multimercado Fundo De Investimento;BRVRSECTF002;BRL;funds
brazil;0P0000U82Y;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Vgbl - V40/30;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Vgbl - V40/30;BRVG40CTF009;BRL;funds
brazil;0P0000UFXQ;Aveiro Multimercado Fundo De Investimento Crédito Privado Investimento No Exterior;Aveiro Multimercado Fundo De Investimento Crédito Privado Investimento No Exterior;BRAVEICTF009;BRL;funds
brazil;0P0000UCK3;Bb Profeta Fundo De Investimento Multimercado Credito Privado Longo Prazo;Bb Profeta Fundo De Investimento Multimercado Credito Privado Longo Prazo;BRPFETCTF007;BRL;funds
brazil;0P0000UBY1;Rt Lausanne Renda Fixa Fundo De Investimento;Rt Lausanne Renda Fixa Fundo De Investimento;BRANNECTF006;BRL;funds
brazil;0P000177M7;Fundo De Investimento Renda Fixa Referenciado Di Reserva Estratégico Longo Prazo;Fundo De Investimento Renda Fixa Referenciado Di Reserva Estratégico Longo Prazo;BRRSV7CTF003;BRL;funds
brazil;0P0000ZSG8;Telos Renda Fixa Medio Risco Fundo De Investimento;Telos Renda Fixa Medio Risco Fundo De Investimento;BRTEL4CTF006;BRL;funds
brazil;0P0000V1X1;Capitania Fix Credito Privado Fundo De Investimento Renda Fixa;Capitania Fix Credito Privado Fundo De Investimento Renda Fixa;BRCAD1CTF005;BRL;funds
brazil;0P00015LNB;Fundo De Investimento Caixa Brasil 2030 Iii Títulos Públicos Renda Fixa;Fundo De Investimento Caixa Brasil 2030 Iii Títulos Públicos Renda Fixa;BRXAB4CTF006;BRL;funds
brazil;0P0000U3VR;Bb Excelencia Portos Do Parana Fundo De Investimento Em Cotas De Fundos De Investimento Rf Lp;Bb Excelencia Portos Do Parana Fundo De Investimento Em Cotas De Fundos De Investimento Rf Lp;BRBB20CTF004;BRL;funds
brazil;0P0000U813;Bradesco Fundo De Investimento Multimercado Crédito Privado Investimento No Exterior - Rv Local;Bradesco Fundo De Investimento Multimercado Crédito Privado Investimento No Exterior - Rv Local;BRCRT2CTF006;BRL;funds
brazil;0P0000U52S;Jpp - Fundo De Investimento Multimercado Crédito Privado Investimento No Exterior;Jpp - Fundo De Investimento Multimercado Crédito Privado Investimento No Exterior;BRJPPFCTF004;BRL;funds
brazil;0P0000VHTA;Sul América Prestige Inflatie Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa;Sul América Prestige Inflatie Fundo De Investimento Em Cotas De Fundos De Investimento Renda Fixa;BRSUF2CTF009;BRL;funds
brazil;0P0000Y1Z9;Fundo De Investimento Multimercado Credito Privado Diamond Mountain Corporativo Iv;Fundo De Investimento Multimercado Credito Privado Diamond Mountain Corporativo Iv;BRCPM3CTF003;BRL;funds
brazil;0P0000U2HA;Sicredi Fic De Fi Especialmente Constituídos Renda Fixa Is Previdência Seleto Juros;Sicredi Fic De Fi Especialmente Constituídos Renda Fixa Is Previdência Seleto Juros;BRSIC9CTF003;BRL;funds
brazil;0P0000ZU2D;Zurich Anga Previdenciario Credito Privado Fundo De Investimento Multimercado;Zurich Anga Previdenciario Credito Privado Fundo De Investimento Multimercado;BRZCH2CTF000;BRL;funds
brazil;0P0000UFYE;South Renda Fixa Crédito Privado - Fundo De Investimento;South Renda Fixa Crédito Privado - Fundo De Investimento;BRCAN4CTF007;BRL;funds
brazil;0P0000U9OC;Fundo De Investimento Exclusivo Caixa Nogueira Renda Fixa;Fundo De Investimento Exclusivo Caixa Nogueira Renda Fixa;BREBANCTF001;BRL;funds
brazil;0P0000U9U3;Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Uniprev;Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado Uniprev;BRUNPRCTF001;BRL;funds
brazil;0P0000U5MA;Bosch Brasil Vii Fundo De Investimento Renda Fixa Previdenciário;Bosch Brasil Vii Fundo De Investimento Renda Fixa Previdenciário;BRBCH7CTF007;BRL;funds
brazil;0P000165KO;Shanghai Fic Fi Multimercado Crédito Privado;Shanghai Fic Fi Multimercado Crédito Privado;BRSHG3CTF003;BRL;funds
brazil;0P0000X49X;Pp Portfolio Companies Fund Renda Fixa Crédito Privado Fundo De Investimento;Pp Portfolio Companies Fund Renda Fixa Crédito Privado Fundo De Investimento;BRPPP1CTF009;BRL;funds
brazil;0P0000ZO0W;Cshg Adam Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado - Cred Priv Ie;Cshg Adam Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado - Cred Priv Ie;BRADM5CTF004;BRL;funds
brazil;0P0000U316;Santander Fundo De Investimento Madri Multimercado Crédito Privado;Santander Fundo De Investimento Madri Multimercado Crédito Privado;BRMRKLCTF003;BRL;funds
brazil;0P0000U4BR;Fundo De Investimento Em Ações Dunquerque;Fundo De Investimento Em Ações Dunquerque;BRDUN2CTF006;BRL;funds
brazil;0P0000U9U4;Cfo Multimercado Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado;Cfo Multimercado Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado;BRCFO1CTF007;BRL;funds
brazil;0P00013TWR;Itaú Unibanco Ativo G Fundo De Investimento Multimercado -crédito Privado - Investimento No Exterior;Itaú Unibanco Ativo G Fundo De Investimento Multimercado -crédito Privado - Investimento No Exterior;BRUNB3CTF006;BRL;funds
brazil;0P00018JDR;Hipócrates Fundo De Investimento Multimercado;Hipócrates Fundo De Investimento Multimercado;BRHPC2CTF002;BRL;funds
brazil;0P00014JMX;Volks Up! Crédito Privado Fundo De Investimento Multimercado;Volks Up! Crédito Privado Fundo De Investimento Multimercado;BRVUP1CTF004;BRL;funds
brazil;0P0000ZJDZ;Báltico Previdenciário Multimercado Fundo De Investimento Em Cotas De Fundos De Investimento;Báltico Previdenciário Multimercado Fundo De Investimento Em Cotas De Fundos De Investimento;BRBAL2CTF004;BRL;funds
brazil;0P0000U3VT;Bb Exclusive 2 Fundo De Investimento Multimercado Longo Prazo Credito Privado;Bb Exclusive 2 Fundo De Investimento Multimercado Longo Prazo Credito Privado;BRBEX2CTF006;BRL;funds
brazil;0P0000U7UF;Santander Fi Baccarat Renda Fixa Referenciado Di;Santander Fi Baccarat Renda Fixa Referenciado Di;BRBACCCTF008;BRL;funds
brazil;0P0000U3BY;Santander Fic Fi Prev Moderado Superior Multimercado Cred. Priv.;Santander Fic Fi Prev Moderado Superior Multimercado Cred. Priv.;BRRPMSCTF007;BRL;funds
brazil;0P0000U7UL;Bradesco Fundo De Investimento Renda Fixa Referenciado Di Estrela;Bradesco Fundo De Investimento Renda Fixa Referenciado Di Estrela;BRRDIECTF001;BRL;funds
brazil;0P0000UCDB;Mbprev Ii Multimercado - Fundo De Investimento;Mbprev Ii Multimercado - Fundo De Investimento;BRPRV2CTF007;BRL;funds
